City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
473,Qui Nhon,VN,13.7667,109.2333,80.87,79,93,9.33,overcast clouds
474,Skogn,NO,63.7,11.2,40.39,88,92,10.42,overcast clouds
475,Bouca,CF,6.5105,18.2733,71.58,78,29,1.9,scattered clouds
476,Lodja,CD,-3.4833,23.4333,68.92,96,42,0.78,scattered clouds
477,Namatanai,PG,-3.6667,152.4333,82.06,74,98,3.11,overcast clouds
478,Jiazi,CN,22.8779,116.067,75.34,65,59,16.58,broken clouds
479,Huaidian,CN,33.4333,115.0333,62.38,64,98,7.83,overcast clouds
480,Port Moresby,PG,-9.4431,147.1797,89.02,70,40,23.02,scattered clouds
481,Makakilo City,US,21.3469,-158.0858,80.92,67,90,5.75,overcast clouds
482,Tonantins,BR,-2.8731,-67.8022,74.07,93,87,2.51,overcast clouds
483,Chaoyang,CN,41.5703,120.4586,39.74,47,99,3.56,overcast clouds
484,Hualmay,PE,-11.0964,-77.6139,64.22,87,100,8.08,overcast clouds
485,Verkhnyaya Tura,RU,58.3594,59.8175,27.19,87,100,10.25,overcast clouds
486,Nyuksenitsa,RU,60.4128,44.2397,29.77,96,99,6.78,overcast clouds
487,Ucluelet,CA,48.9329,-125.5528,39.09,90,93,5.48,overcast clouds
488,Tartagal,AR,-22.5164,-63.8013,68.4,67,99,2.84,overcast clouds
489,Anloga,GH,5.7947,0.8973,79.02,79,20,5.5,few clouds
490,Sidvokodvo,SZ,-26.6282,31.4202,62.73,76,100,1.68,overcast clouds
491,San Jeronimo,PE,-11.9472,-75.2829,45.45,94,100,4.5,overcast clouds
492,Coalville,GB,52.7167,-1.3667,49.26,81,90,9.22,overcast clouds
493,Homa Bay,KE,-0.5273,34.4571,65.88,68,81,2.08,broken clouds
494,Fanai,IR,38.517,44.9745,42.96,57,99,1.21,overcast clouds
495,Pacocha,PE,-17.5833,-71.3333,63.79,81,94,3.27,overcast clouds
496,Assens,DK,55.2702,9.9008,52.12,87,86,16.28,overcast clouds
497,Bousso,TD,10.4795,16.7117,75.56,29,9,5.68,clear sky
498,Bukachacha,RU,52.9833,116.9167,17.98,66,100,0.31,overcast clouds
499,Razole,IN,16.4833,81.8333,80.89,70,82,7.31,broken clouds
500,Mizdah,LY,31.4451,12.9801,55.15,87,94,5.44,overcast clouds
501,Margate,GB,51.3813,1.3862,51.51,85,41,1.99,scattered clouds
502,Cairns,AU,-16.9167,145.7667,91.06,45,2,16.11,clear sky
503,Abalak,RU,58.1286,68.5944,23.11,86,100,10.38,overcast clouds
504,Baracoa,CU,20.3467,-74.4958,78.19,87,100,6.58,overcast clouds
505,Tahta,EG,26.7693,31.5021,61.12,65,0,6.02,clear sky
506,Buala,SB,-8.145,159.5921,82.58,72,93,2.35,light rain
507,Concepcion,CL,-36.827,-73.0498,55.2,94,90,6.91,overcast clouds
508,Apache Junction,US,33.4151,-111.5496,67.86,25,40,3.0,scattered clouds
509,Juneau,US,58.3019,-134.4197,26.6,90,75,4.61,broken clouds
510,Bamut,RU,43.1599,45.1973,31.95,69,17,2.48,few clouds
511,Ferme-Neuve,CA,46.7001,-75.4493,22.78,68,35,5.01,scattered clouds
512,Formosa Do Rio Preto,BR,-11.0483,-45.1931,71.65,69,57,1.66,broken clouds
513,Pushkinskiye Gory,RU,57.0209,28.9103,41.7,80,100,17.52,overcast clouds
514,Gilgit,PK,35.9221,74.3087,46.63,37,0,3.91,clear sky
515,Sioux Lookout,CA,50.1001,-91.917,28.78,74,90,6.91,overcast clouds
516,Dobryatino,RU,55.5055,41.3195,32.05,97,100,13.09,snow
517,Japura,ID,-0.3167,102.35,81.36,82,100,2.28,overcast clouds
518,Yoichi,JP,43.2039,140.7703,45.23,54,67,8.32,broken clouds
519,Gat,IL,31.61,34.7642,62.4,66,71,4.81,broken clouds
520,Baihar,IN,22.1,80.55,76.53,51,97,4.14,overcast clouds
521,Vieques,PR,18.425,-65.8329,78.84,78,20,3.44,few clouds
522,Paragominas,BR,-2.9667,-47.4833,72.59,98,81,2.21,moderate rain
523,Koslan,RU,63.4564,48.8989,27.95,96,100,8.1,light snow
524,Naryan-Mar,RU,67.6713,53.087,24.08,96,99,10.29,light snow
525,Priiskovyy,RU,51.9333,116.6333,16.7,82,100,2.35,overcast clouds
526,Kichha,IN,28.9167,79.5,71.87,48,99,7.2,overcast clouds
527,Santa Cruz,BO,-17.8,-63.1667,71.06,88,40,3.44,scattered clouds
528,Flinders,AU,-34.5833,150.8552,68.81,93,100,10.85,light rain
529,Kinkala,CG,-4.3614,14.7644,69.49,94,100,1.74,overcast clouds
530,Asau,RO,46.4333,26.4,45.52,94,89,8.41,overcast clouds
531,Baykit,RU,61.67,96.37,-1.57,97,100,2.21,overcast clouds
532,Lake Cowichan,CA,48.825,-124.0546,46.18,98,87,2.17,overcast clouds
533,Sawakin,SD,19.1059,37.3321,78.4,70,64,9.46,broken clouds
534,Winona,US,43.9666,-91.7668,35.62,67,1,4.61,clear sky
535,Tocache,PE,-8.1842,-76.5125,70.07,99,100,0.58,overcast clouds
536,Ayacucho,PE,-13.1583,-74.2239,55.62,73,100,4.16,overcast clouds
537,Karratha,AU,-20.7377,116.8463,91.35,28,22,13.69,few clouds
538,Montepuez,MZ,-13.1256,38.9997,76.57,61,40,5.86,scattered clouds
539,Pokhara,NP,28.2333,83.9833,70.88,53,76,5.19,broken clouds
540,Suzun,RU,53.7841,82.3116,13.8,78,100,14.41,light snow
541,Shache,CN,38.4167,77.2406,38.19,30,0,4.09,clear sky
542,Nalut,LY,30.3333,10.85,59.4,76,100,16.62,overcast clouds
543,Bengkulu,ID,-3.8004,102.2655,84.83,65,100,8.39,overcast clouds
544,Charters Towers,AU,-20.1,146.2667,93.83,21,1,14.14,clear sky
545,Nyzhni Sirohozy,UA,46.8484,34.3804,41.0,93,86,11.61,overcast clouds
546,Uaua,BR,-9.8414,-39.4817,72.09,74,9,9.95,clear sky
547,Oksbol,DK,55.6268,8.2876,52.09,94,96,20.89,overcast clouds
548,Sola,VU,-13.8833,167.55,77.34,80,99,1.97,moderate rain
549,Victor Harbor,AU,-35.5667,138.6167,65.91,62,82,1.99,broken clouds
550,Tormac,RO,45.5208,21.4936,45.73,82,100,5.95,overcast clouds
551,Balkanabat,TM,39.5108,54.3671,46.02,33,47,2.06,scattered clouds
552,Daru,PG,-9.0763,143.2092,82.18,84,68,16.37,broken clouds
553,Yumen,CN,40.2833,97.2,31.12,52,77,27.63,broken clouds
554,Merke,KZ,42.8728,73.1786,40.66,49,0,7.58,clear sky
555,Kargopol,RU,61.5071,38.9456,30.43,96,78,3.56,light snow
556,Walvis Bay,NA,-22.9575,14.5053,57.09,94,49,6.91,scattered clouds
557,Aurora,US,39.7294,-104.8319,52.52,36,75,3.0,broken clouds
558,Yenagoa,NG,4.9247,6.2642,74.57,93,62,2.01,broken clouds
559,Cabo San Lucas,MX,22.8909,-109.9124,72.52,75,1,4.0,clear sky
560,Saint Augustine,US,29.8947,-81.3145,70.0,83,90,17.27,overcast clouds
561,San Francisco,US,37.7749,-122.4194,59.07,91,90,1.01,overcast clouds
562,Guerrero Negro,MX,27.9769,-114.0611,62.6,90,100,8.41,overcast clouds
563,Zevenaar,NL,51.9167,6.0667,51.1,98,86,7.36,overcast clouds
564,Santa Fe,AR,-31.6333,-60.7,70.99,53,0,1.99,light rain
565,Abha,SA,18.2164,42.5053,55.22,82,0,6.91,clear sky
566,Praia Da Vitoria,PT,38.7333,-27.0667,65.75,88,75,19.93,broken clouds
567,Ukiah,US,39.1502,-123.2078,54.01,93,1,0.0,clear sky
568,Bonoua,CI,5.2741,-3.595,78.42,93,54,3.76,broken clouds
569,Rodrigues Alves,BR,-7.738,-72.6509,72.97,95,99,1.7,moderate rain
570,Anchorage,US,61.2181,-149.9003,5.65,80,1,1.99,clear sky
571,Stykkisholmur,IS,65.0757,-22.7297,33.01,76,86,15.37,overcast clouds
572,Cravo Norte,CO,6.3017,-70.2041,78.22,67,85,4.59,overcast clouds
573,Falciu,RO,46.2961,28.1408,46.6,74,100,7.11,overcast clouds
574,Itarema,BR,-2.9248,-39.9167,80.47,74,68,16.44,broken clouds
575,Port Hardy,CA,50.6996,-127.4199,44.6,93,90,3.44,light rain
576,Preobrazheniye,RU,42.9019,133.9064,38.61,47,48,3.02,scattered clouds
577,Saeby,DK,57.3319,10.5225,47.97,82,98,15.52,overcast clouds
578,The Valley,AI,18.217,-63.0578,80.46,72,18,16.51,few clouds
579,Goderich,CA,43.7501,-81.7165,37.9,65,96,11.5,overcast clouds
580,Sakakah,SA,29.9697,40.2064,56.77,43,73,2.35,broken clouds
581,Sorland,NO,67.667,12.6934,43.9,66,94,15.05,light rain
582,Slavkov U Brna,CZ,49.1533,16.8765,48.76,75,20,9.22,few clouds
583,Dobryanka,RU,58.4619,56.4165,28.26,95,100,8.37,light snow
584,San Ramon,US,37.7799,-121.978,57.85,93,90,1.01,mist
585,San Andres,CO,12.5847,-81.7006,82.42,83,20,8.05,few clouds
586,Alice Springs,AU,-23.7,133.8833,101.75,10,0,17.27,clear sky
587,Biltine,TD,14.5333,20.9167,74.39,23,1,16.44,clear sky
588,Coromandel,BR,-18.4733,-47.2003,65.12,99,100,1.81,overcast clouds
589,Cheney,US,47.4874,-117.5758,34.99,98,75,3.44,broken clouds
590,Petropavl,KZ,54.8753,69.1628,19.38,86,20,17.9,few clouds
591,Ceres,US,37.5949,-120.9577,59.68,89,75,10.36,mist
592,Inverell,AU,-29.7833,151.1167,80.67,55,93,11.52,overcast clouds
593,Beringovskiy,RU,63.05,179.3167,4.95,98,93,13.65,overcast clouds
594,Machico,PT,32.7,-16.7667,63.72,78,20,0.0,few clouds
595,Giyon,ET,8.5333,37.9833,60.67,47,32,5.06,scattered clouds
596,Aquiraz,BR,-3.9014,-38.3911,85.21,61,59,15.32,broken clouds
597,Pereslavl-Zalesskiy,RU,56.7393,38.8563,32.68,98,100,8.57,light snow
598,Nome,US,64.5011,-165.4064,-2.13,65,1,3.44,clear sky
599,Araouane,ML,18.9048,-3.5265,71.65,27,90,11.07,overcast clouds
600,Nemuro,JP,43.3236,145.575,41.43,61,10,27.87,clear sky
601,Ozark,US,37.0209,-93.206,45.7,50,100,4.0,overcast clouds
602,Acapulco,MX,16.8634,-99.8901,77.52,82,71,3.58,broken clouds
603,Planeta Rica,CO,8.4147,-75.5883,78.04,94,54,7.38,broken clouds
604,Manali,IN,13.1667,80.2667,82.49,95,100,10.6,moderate rain
605,Labrea,BR,-7.2586,-64.7981,71.6,99,100,2.37,overcast clouds
606,Genhe,CN,50.7833,121.5167,20.28,55,100,1.72,overcast clouds
607,Jacqueville,CI,5.2052,-4.4146,78.71,84,19,9.82,few clouds
608,Petauke,ZM,-14.2426,31.3253,75.67,63,67,8.84,broken clouds
609,Nacala,MZ,-14.5428,40.6728,83.39,61,31,8.5,scattered clouds
610,Portales,US,34.1862,-103.3344,50.99,44,81,1.99,broken clouds
611,Iskitim,RU,54.6366,83.3045,12.02,93,100,16.31,light snow
612,Porto Novo,BJ,6.4965,2.6036,80.42,91,11,3.38,few clouds
613,Zhangjiakou,CN,40.81,114.8794,38.79,48,100,2.42,overcast clouds
614,Nenjiang,CN,49.1833,125.2167,20.64,67,100,3.71,overcast clouds
615,Kirovskiy,RU,45.0917,133.5136,31.69,66,96,2.28,overcast clouds
616,Hamada,JP,34.8833,132.0833,63.32,60,17,8.55,few clouds
617,Northam,GB,51.0333,-4.2167,51.03,96,100,3.44,overcast clouds
618,Iracoubo,GF,5.4802,-53.2011,76.95,90,66,5.61,broken clouds
619,La Ronge,CA,55.1001,-105.2842,26.85,80,90,3.44,light snow
620,Starychi,UA,49.98,23.5585,46.89,78,100,21.63,overcast clouds
621,Saint-Pierre,RE,-21.3393,55.4781,82.56,62,0,9.22,clear sky
622,Banda Aceh,ID,5.5577,95.3222,85.71,66,66,10.69,broken clouds
623,Itoman,JP,26.1247,127.6694,80.98,61,40,13.8,scattered clouds
624,Vestmanna,FO,62.1564,-7.1664,40.12,93,90,10.36,overcast clouds
625,Statesboro,US,32.4488,-81.7832,47.73,53,1,3.44,clear sky
626,Ko Samui,TH,9.5357,99.9357,87.71,70,20,9.22,few clouds
627,Rocha,UY,-34.4833,-54.3333,55.78,82,0,3.74,clear sky
628,Malibu,US,34.005,-118.8101,61.16,89,99,0.18,overcast clouds
629,Pierre,US,44.3683,-100.351,44.28,57,90,7.0,overcast clouds
630,Havoysund,NO,70.9963,24.6622,34.68,91,100,28.41,light snow
631,Paita,PE,-5.0892,-81.1144,63.77,88,93,10.02,overcast clouds
632,Manokwari,ID,-0.8667,134.0833,83.39,73,23,5.26,few clouds
633,Turan,VN,16.0678,108.2208,84.18,70,40,5.75,scattered clouds
634,Tabuk,PH,17.4189,121.4443,84.36,60,37,7.34,scattered clouds
635,Bestwig,DE,51.3667,8.4,48.16,90,100,6.51,overcast clouds
636,Uncia,BO,-18.467,-66.5685,47.14,64,65,3.8,broken clouds
637,Dalvik,IS,65.9702,-18.5286,31.93,91,100,12.19,light snow
638,Piombino,IT,42.9348,10.5221,57.02,80,7,4.0,clear sky
639,Palmer,US,42.1584,-72.3287,34.63,82,3,4.43,clear sky
640,Katherine,AU,-14.4667,132.2667,100.72,30,40,6.91,scattered clouds
641,Batagay-Alyta,RU,67.8006,130.4114,-15.2,97,96,1.81,overcast clouds
642,Erdenet,MN,49.0333,104.0833,16.11,80,100,2.89,overcast clouds
643,Novyy Urengoy,RU,66.0833,76.6333,-11.18,97,86,15.39,overcast clouds
644,Taicheng,CN,38.731,113.228,40.28,69,100,3.78,overcast clouds
645,Piney Green,US,34.716,-77.3202,45.93,70,1,6.91,clear sky
646,Jumla,NP,29.2747,82.1838,58.96,40,95,3.83,overcast clouds
647,Pundaguitan,PH,6.3711,126.1689,84.09,71,73,4.34,broken clouds
648,Najran,SA,17.4924,44.1277,61.45,60,2,5.5,clear sky
649,Nguruka,TZ,-5.1092,31.0419,72.95,63,17,1.34,few clouds
650,Yaan,NG,7.3833,8.5667,74.48,89,41,4.9,scattered clouds
651,San Francisco De Macoris,DO,19.2952,-70.2554,72.28,91,67,0.51,broken clouds
652,Tazovskiy,RU,67.4667,78.7,-13.85,97,82,11.99,broken clouds
653,Pozega,HR,45.3403,17.6853,41.95,68,99,2.73,overcast clouds
654,Mukhen,RU,48.1,136.1,27.43,74,100,3.49,overcast clouds
655,General Roca,AR,-39.0333,-67.5833,74.62,29,6,13.91,clear sky
656,Susangerd,IR,31.5608,48.1831,59.02,23,45,4.16,scattered clouds
657,Saint-Joseph,RE,-21.3667,55.6167,81.46,63,26,7.65,scattered clouds
658,Saurimo,AO,-9.6608,20.3916,64.81,93,66,3.04,broken clouds
659,Eenhana,NA,-17.4667,16.3333,72.63,45,89,0.92,overcast clouds
660,Mehamn,NO,71.0357,27.8492,33.28,93,100,22.35,light snow
661,Jacmel,HT,18.2342,-72.5347,76.84,79,36,4.27,scattered clouds
662,Buraydah,SA,26.326,43.975,55.85,33,9,11.32,clear sky
663,Hede,CN,33.7681,120.2517,64.94,47,80,11.77,broken clouds
664,Shar,KZ,49.5886,81.0453,8.17,76,25,15.37,scattered clouds
665,Dryden,CA,49.7833,-92.7503,28.69,80,90,9.22,overcast clouds
666,Matay,EG,28.419,30.7792,60.49,73,0,3.62,clear sky
667,Vila Franca Do Campo,PT,37.7167,-25.4333,64.81,67,96,8.1,overcast clouds
668,Benghazi,LY,32.1167,20.0667,66.99,66,6,20.13,clear sky
669,Luwuk,ID,-0.9516,122.7875,87.49,71,60,4.68,broken clouds
670,Mantua,IT,45.1667,10.7833,50.27,91,11,4.0,few clouds
671,Fort-Shevchenko,KZ,44.5086,50.263,44.06,66,100,16.04,overcast clouds
672,Xinqing,CN,48.2333,129.5,22.59,57,100,2.8,overcast clouds
673,San Angelo,US,31.4638,-100.437,57.54,53,1,8.99,clear sky
674,Srandakan,ID,-7.9386,110.2506,83.08,70,100,2.1,overcast clouds
675,Ust-Kuyga,RU,70.0167,135.6,-19.88,100,94,2.82,overcast clouds
676,Kangalassy,RU,62.3464,129.9628,-23.87,95,98,0.92,overcast clouds
677,Manoel Urbano,BR,-8.8389,-69.2597,71.31,100,90,1.79,light rain
678,Maltahohe,NA,-24.8333,16.9833,63.82,22,4,7.29,clear sky
679,Carutapera,BR,-1.195,-46.02,78.6,86,53,7.2,broken clouds
680,San Miguel,SV,13.4833,-88.1833,73.24,90,100,3.44,overcast clouds
681,Yarmouth,US,41.7057,-70.2286,42.96,56,75,28.99,broken clouds
682,La Mira,MX,18.035,-102.3266,74.14,80,3,4.32,clear sky
683,Malindi,KE,-3.2175,40.1191,80.76,89,75,0.0,light rain
684,Lompoc,US,34.6391,-120.4579,56.12,92,90,5.75,fog
685,Evensk,RU,61.95,159.2333,19.96,77,100,16.44,overcast clouds
686,Zhezkazgan,KZ,47.8043,67.7144,16.16,84,87,11.97,overcast clouds
687,Marawi,PH,7.9986,124.2928,76.64,82,72,2.82,broken clouds
688,Los Barrios,ES,36.1848,-5.4921,62.51,92,99,5.86,overcast clouds
689,Huarmey,PE,-10.0681,-78.1522,64.35,88,100,8.23,overcast clouds
690,Chernyshevskiy,RU,63.0128,112.4714,-3.77,99,94,2.06,overcast clouds
691,Hengyang,CN,26.8881,112.615,63.63,83,98,5.39,overcast clouds
692,Celestun,MX,20.8667,-90.4,75.99,85,78,12.55,broken clouds
693,Kholtoson,RU,50.2981,103.3097,16.14,79,100,3.11,overcast clouds
694,Touros,BR,-5.1989,-35.4608,79.7,77,9,13.8,clear sky
695,Ixtapa,MX,20.7,-105.2,75.22,73,5,3.69,clear sky
696,Strezhevoy,RU,60.7333,77.5889,-2.22,94,100,12.28,overcast clouds
697,Pontianak,ID,-0.0333,109.3333,85.98,66,40,4.61,scattered clouds
698,Yzeure,FR,46.5644,3.355,37.29,92,5,3.22,clear sky
699,Hutchinson,US,38.0608,-97.9298,47.35,45,1,4.0,clear sky
700,Grand-Santi,GF,4.25,-54.3833,71.96,99,47,2.21,scattered clouds
701,Talnakh,RU,69.4865,88.3972,-15.57,96,51,7.4,broken clouds
702,Caravelas,BR,-17.7125,-39.2481,75.87,89,86,9.26,overcast clouds
703,Kihei,US,20.785,-156.4656,78.84,77,1,9.22,clear sky
704,Howell,US,42.6073,-83.9294,33.94,79,1,4.61,clear sky
705,Pirai Do Sul,BR,-24.5261,-49.9486,58.75,90,91,7.2,overcast clouds
706,Atar,MR,20.5169,-13.0499,76.32,30,99,4.7,overcast clouds
707,Seminole,US,28.7086,-81.2081,72.07,93,75,1.01,broken clouds
708,Cap Estate,LC,14.0833,-60.95,80.22,79,45,9.95,scattered clouds
